slug	status	note
0312352b301c87d1	ok	https://v3b.fal.media/files/b/0a9fbfe3/g_hXwKzlr2ovwIkdCxgSj_TCEqtetf.png
03181506ca0640ad	ok	https://v3b.fal.media/files/b/0a9fbfe5/7Ycyouu2pCuDVV8A0IM5C_3CaBb5gR.png
