slug	status	note
070485dcbb2d651a	ok	https://v3b.fal.media/files/b/0a9fbfd9/_UqfjLJ9kikFQ4DJOJV4Y_wRzxmNiq.png
07123fcca64e1166	ok	https://v3b.fal.media/files/b/0a9fbfe1/pWRIhWBRj4pVZgKGCG2Ad_GftJN7GL.png
