slug	status	note
06e900e13dcb3340	ok	https://v3b.fal.media/files/b/0a9fbfe6/79Lo-3ENuQhotrO2_pNj1_YurEUVWL.png
06fe09c91c3989c1	ok	https://v3b.fal.media/files/b/0a9fbff5/6oeNMlktWgz0osEwWGRDP_BLwcJgts.png
