slug	status	note
00a4c7771ca1ff08	ok	https://v3b.fal.media/files/b/0a9fbfd9/QPAOYvcdD9TXjeyR8g_VV_QcdcEgVc.png
00a60c96f998ad85	ok	https://v3b.fal.media/files/b/0a9fbfe0/5SSXjm73-jPzctT1yzy8L_hnT7A097.png
