slug	status	note
03b4eb977aa16968	ok	https://v3b.fal.media/files/b/0a9fbfd9/KiEgr0h4zBL3cLsYK5hmd_b0SIvJBa.png
043b5a0f1b22fa82	ok	https://v3b.fal.media/files/b/0a9fbfdf/VbXBL37yJcmzG2MNPTGfb_XxqiQGpi.png
