slug	status	note
036463fcd3a38655	ok	https://v3b.fal.media/files/b/0a9fbfd9/QZ_QQQ1piW8cRf2L1r_ON_SCjM9qKP.png
03a44471a6a236ac	ok	https://v3b.fal.media/files/b/0a9fbfe0/XsbdMRWEf7HRKA3t0itEu_yQWr0R20.png
