slug	status	note
04beaeddd2e0a141	ok	https://v3b.fal.media/files/b/0a9fbfda/9ECZ-6OBQXQKIYxuKo_9I_X0S5SJWA.png
04c4f65bd22df525	ok	https://v3b.fal.media/files/b/0a9fbfdf/sYQwizJXBG2AOjRtCu3Ey_zwajnNZv.png
