slug	status	note
063e9aa3a84af13c	ok	https://v3b.fal.media/files/b/0a9fbfd9/FyIHhrKrb7KuGtATae-Nt_pI1yRVZQ.png
063f43e419d47f28	ok	https://v3b.fal.media/files/b/0a9fbfe0/K2LP-xAfrp08FObAN-9l2_rlnmcEqK.png
