slug	status	note
000f4723467a65b1	ok	https://v3b.fal.media/files/b/0a9fbfe8/LCuYLCD8WnomNqxOn9mzI_vEO3p8CI.png
001af6d4ea6fd5f3	ok	https://v3b.fal.media/files/b/0a9fbff4/R2nT0kM4U3xghObGV8AO5_TaAtVAXl.png
