slug	status	note
0788850b3ada5d2f	ok	https://v3b.fal.media/files/b/0a9fbfe8/6NXUaNwlbNjfoCQaHBaux_dv3QS6rM.png
07a942be1cecaf9b	ok	https://v3b.fal.media/files/b/0a9fbff0/6_SYmWOF7SWtvCN-9-kqP_EA7PlYc4.png
